ProductID,ChannelID,LocationID,Level,IsActive
APPLE_JONAGOLD,HELLOFRESH,NL-GE,111,True
APPLE_JONAGOLD,FLINK,NL-NH,111,True
APPLE_JONAGOLD,FLINK,NL-ZH,111,True
APPLE_JONAGOLD,FLINK,NL-NB,111,True
APPLE_JONAGOLD,FLINK,NL-GE,111,True
APPLE_GRANNY_SMITH,AH,NL-NH,111,True
APPLE_GRANNY_SMITH,AH,NL-ZH,111,True
APPLE_GRANNY_SMITH,AH,NL-NB,111,True
APPLE_GRANNY_SMITH,AH,NL-GE,111,True
APPLE_GRANNY_SMITH,JUMBO,NL-NH,111,True
APPLE_GRANNY_SMITH,JUMBO,NL-ZH,111,True
APPLE_GRANNY_SMITH,JUMBO,NL-NB,111,True
APPLE_GRANNY_SMITH,JUMBO,NL-GE,111,True
APPLE_GRANNY_SMITH,PLUS,NL-NH,111,True
APPLE_GRANNY_SMITH,PLUS,NL-ZH,111,True
APPLE_GRANNY_SMITH,PLUS,NL-NB,111,True
APPLE_GRANNY_SMITH,PLUS,NL-GE,111,True
APPLE_GRANNY_SMITH,SLIGRO,NL-NH,111,True
APPLE_GRANNY_SMITH,SLIGRO,NL-ZH,111,True
APPLE_GRANNY_SMITH,SLIGRO,NL-NB,111,True
APPLE_GRANNY_SMITH,SLIGRO,NL-GE,111,True
APPLE_GRANNY_SMITH,HOLLANDFOODSERVICE,NL-NH,111,True
APPLE_GRANNY_SMITH,HOLLANDFOODSERVICE,NL-ZH,111,True
APPLE_GRANNY_SMITH,HOLLANDFOODSERVICE,NL-NB,111,True
APPLE_GRANNY_SMITH,HOLLANDFOODSERVICE,NL-GE,111,True
APPLE_GRANNY_SMITH,GREENACRES,NL-NH,111,True
APPLE_GRANNY_SMITH,GREENACRES,NL-ZH,111,True
APPLE_GRANNY_SMITH,GREENACRES,NL-NB,111,True
APPLE_GRANNY_SMITH,GREENACRES,NL-GE,111,True
APPLE_GRANNY_SMITH,MELEDI,NL-NH,111,True
APPLE_GRANNY_SMITH,MELEDI,NL-ZH,111,True
APPLE_GRANNY_SMITH,MELEDI,NL-NB,111,True
APPLE_GRANNY_SMITH,MELEDI,NL-GE,111,True
APPLE_GRANNY_SMITH,PICNIC,NL-NH,111,True
APPLE_GRANNY_SMITH,PICNIC,NL-ZH,111,True
APPLE_GRANNY_SMITH,PICNIC,NL-NB,111,True
APPLE_GRANNY_SMITH,PICNIC,NL-GE,111,True
APPLE_GRANNY_SMITH,HELLOFRESH,NL-NH,111,True
APPLE_GRANNY_SMITH,HELLOFRESH,NL-ZH,111,True
APPLE_GRANNY_SMITH,HELLOFRESH,NL-NB,111,True
APPLE_GRANNY_SMITH,HELLOFRESH,NL-GE,111,True
APPLE_GRANNY_SMITH,FLINK,NL-NH,111,True
APPLE_GRANNY_SMITH,FLINK,NL-ZH,111,True
APPLE_GRANNY_SMITH,FLINK,NL-NB,111,True
APPLE_GRANNY_SMITH,FLINK,NL-GE,111,True
PEAR_CONFERENCE,AH,NL-NH,111,True
PEAR_CONFERENCE,AH,NL-ZH,111,True
PEAR_CONFERENCE,AH,NL-NB,111,True
PEAR_CONFERENCE,AH,NL-GE,111,True
PEAR_CONFERENCE,JUMBO,NL-NH,111,True
PEAR_CONFERENCE,JUMBO,NL-ZH,111,True
PEAR_CONFERENCE,JUMBO,NL-NB,111,True
PEAR_CONFERENCE,JUMBO,NL-GE,111,True
PEAR_CONFERENCE,PLUS,NL-NH,111,True
PEAR_CONFERENCE,PLUS,NL-ZH,111,True
PEAR_CONFERENCE,PLUS,NL-NB,111,True
PEAR_CONFERENCE,PLUS,NL-GE,111,True
PEAR_CONFERENCE,SLIGRO,NL-NH,111,True
PEAR_CONFERENCE,SLIGRO,NL-ZH,111,True
PEAR_CONFERENCE,SLIGRO,NL-NB,111,True
PEAR_CONFERENCE,SLIGRO,NL-GE,111,True
PEAR_CONFERENCE,HOLLANDFOODSERVICE,NL-NH,111,True
PEAR_CONFERENCE,HOLLANDFOODSERVICE,NL-ZH,111,True
PEAR_CONFERENCE,HOLLANDFOODSERVICE,NL-NB,111,True
PEAR_CONFERENCE,HOLLANDFOODSERVICE,NL-GE,111,True
PEAR_CONFERENCE,GREENACRES,NL-NH,111,True
PEAR_CONFERENCE,GREENACRES,NL-ZH,111,True
PEAR_CONFERENCE,GREENACRES,NL-NB,111,True
PEAR_CONFERENCE,GREENACRES,NL-GE,111,True
PEAR_CONFERENCE,MELEDI,NL-NH,111,True
PEAR_CONFERENCE,MELEDI,NL-ZH,111,True
PEAR_CONFERENCE,MELEDI,NL-NB,111,True
PEAR_CONFERENCE,MELEDI,NL-GE,111,True
PEAR_CONFERENCE,PICNIC,NL-NH,111,True
PEAR_CONFERENCE,PICNIC,NL-ZH,111,True
PEAR_CONFERENCE,PICNIC,NL-NB,111,True
PEAR_CONFERENCE,PICNIC,NL-GE,111,True
PEAR_CONFERENCE,HELLOFRESH,NL-NH,111,True
PEAR_CONFERENCE,HELLOFRESH,NL-ZH,111,True
PEAR_CONFERENCE,HELLOFRESH,NL-NB,111,True
PEAR_CONFERENCE,HELLOFRESH,NL-GE,111,True
PEAR_CONFERENCE,FLINK,NL-NH,111,True
PEAR_CONFERENCE,FLINK,NL-ZH,111,True
PEAR_CONFERENCE,FLINK,NL-NB,111,True
PEAR_CONFERENCE,FLINK,NL-GE,111,True
PEAR_COMICE,AH,NL-NH,111,True
PEAR_COMICE,AH,NL-ZH,111,True
PEAR_COMICE,AH,NL-NB,111,True
PEAR_COMICE,AH,NL-GE,111,True
PEAR_COMICE,JUMBO,NL-NH,111,True
PEAR_COMICE,JUMBO,NL-ZH,111,True
PEAR_COMICE,JUMBO,NL-NB,111,True
PEAR_COMICE,JUMBO,NL-GE,111,True
PEAR_COMICE,PLUS,NL-NH,111,True
PEAR_COMICE,PLUS,NL-ZH,111,True
PEAR_COMICE,PLUS,NL-NB,111,True
PEAR_COMICE,PLUS,NL-GE,111,True
PEAR_COMICE,SLIGRO,NL-NH,111,True
PEAR_COMICE,SLIGRO,NL-ZH,111,True
PEAR_COMICE,SLIGRO,NL-NB,111,True
PEAR_COMICE,SLIGRO,NL-GE,111,True
PEAR_COMICE,HOLLANDFOODSERVICE,NL-NH,111,True
PEAR_COMICE,HOLLANDFOODSERVICE,NL-ZH,111,True
PEAR_COMICE,HOLLANDFOODSERVICE,NL-NB,111,True
PEAR_COMICE,HOLLANDFOODSERVICE,NL-GE,111,True
PEAR_COMICE,GREENACRES,NL-NH,111,True
PEAR_COMICE,GREENACRES,NL-ZH,111,True
PEAR_COMICE,GREENACRES,NL-NB,111,True
PEAR_COMICE,GREENACRES,NL-GE,111,True
PEAR_COMICE,MELEDI,NL-NH,111,True
PEAR_COMICE,MELEDI,NL-ZH,111,True
PEAR_COMICE,MELEDI,NL-NB,111,True
PEAR_COMICE,MELEDI,NL-GE,111,True
PEAR_COMICE,PICNIC,NL-NH,111,True
PEAR_COMICE,PICNIC,NL-ZH,111,True
PEAR_COMICE,PICNIC,NL-NB,111,True
PEAR_COMICE,PICNIC,NL-GE,111,True
PEAR_COMICE,HELLOFRESH,NL-NH,111,True
PEAR_COMICE,HELLOFRESH,NL-ZH,111,True
PEAR_COMICE,HELLOFRESH,NL-NB,111,True
PEAR_COMICE,HELLOFRESH,NL-GE,111,True
PEAR_COMICE,FLINK,NL-NH,111,True
PEAR_COMICE,FLINK,NL-ZH,111,True
PEAR_COMICE,FLINK,NL-NB,111,True
PEAR_COMICE,FLINK,NL-GE,111,True
PEAR_WILLIAMS,AH,NL-NH,111,True
PEAR_WILLIAMS,AH,NL-ZH,111,True
PEAR_WILLIAMS,AH,NL-NB,111,True
PEAR_WILLIAMS,AH,NL-GE,111,True
PEAR_WILLIAMS,JUMBO,NL-NH,111,True
PEAR_WILLIAMS,JUMBO,NL-ZH,111,True
PEAR_WILLIAMS,JUMBO,NL-NB,111,True
PEAR_WILLIAMS,JUMBO,NL-GE,111,True
PEAR_WILLIAMS,PLUS,NL-NH,111,True
PEAR_WILLIAMS,PLUS,NL-ZH,111,True
PEAR_WILLIAMS,PLUS,NL-NB,111,True
PEAR_WILLIAMS,PLUS,NL-GE,111,True
PEAR_WILLIAMS,SLIGRO,NL-NH,111,True
PEAR_WILLIAMS,SLIGRO,NL-ZH,111,True
PEAR_WILLIAMS,SLIGRO,NL-NB,111,True
PEAR_WILLIAMS,SLIGRO,NL-GE,111,True
PEAR_WILLIAMS,HOLLANDFOODSERVICE,NL-NH,111,True
PEAR_WILLIAMS,HOLLANDFOODSERVICE,NL-ZH,111,True
PEAR_WILLIAMS,HOLLANDFOODSERVICE,NL-NB,111,True
PEAR_WILLIAMS,HOLLANDFOODSERVICE,NL-GE,111,True
PEAR_WILLIAMS,GREENACRES,NL-NH,111,True
PEAR_WILLIAMS,GREENACRES,NL-ZH,111,True
PEAR_WILLIAMS,GREENACRES,NL-NB,111,True
PEAR_WILLIAMS,GREENACRES,NL-GE,111,True
PEAR_WILLIAMS,MELEDI,NL-NH,111,True
PEAR_WILLIAMS,MELEDI,NL-ZH,111,True
PEAR_WILLIAMS,MELEDI,NL-NB,111,True
PEAR_WILLIAMS,MELEDI,NL-GE,111,True
PEAR_WILLIAMS,PICNIC,NL-NH,111,True
PEAR_WILLIAMS,PICNIC,NL-ZH,111,True
PEAR_WILLIAMS,PICNIC,NL-NB,111,True
PEAR_WILLIAMS,PICNIC,NL-GE,111,True
PEAR_WILLIAMS,HELLOFRESH,NL-NH,111,True
PEAR_WILLIAMS,HELLOFRESH,NL-ZH,111,True
PEAR_WILLIAMS,HELLOFRESH,NL-NB,111,True
PEAR_WILLIAMS,HELLOFRESH,NL-GE,111,True
PEAR_WILLIAMS,FLINK,NL-NH,111,True
PEAR_WILLIAMS,FLINK,NL-ZH,111,True
PEAR_WILLIAMS,FLINK,NL-NB,111,True
PEAR_WILLIAMS,FLINK,NL-GE,111,True
PEAR_ABATE,AH,NL-NH,111,True
PEAR_ABATE,AH,NL-ZH,111,True
PEAR_ABATE,AH,NL-NB,111,True
PEAR_ABATE,AH,NL-GE,111,True
PEAR_ABATE,JUMBO,NL-NH,111,True
PEAR_ABATE,JUMBO,NL-ZH,111,True
PEAR_ABATE,JUMBO,NL-NB,111,True
PEAR_ABATE,JUMBO,NL-GE,111,True
PEAR_ABATE,PLUS,NL-NH,111,True
PEAR_ABATE,PLUS,NL-ZH,111,True
PEAR_ABATE,PLUS,NL-NB,111,True
PEAR_ABATE,PLUS,NL-GE,111,True
PEAR_ABATE,SLIGRO,NL-NH,111,True
PEAR_ABATE,SLIGRO,NL-ZH,111,True
PEAR_ABATE,SLIGRO,NL-NB,111,True
PEAR_ABATE,SLIGRO,NL-GE,111,True
PEAR_ABATE,HOLLANDFOODSERVICE,NL-NH,111,True
PEAR_ABATE,HOLLANDFOODSERVICE,NL-ZH,111,True
PEAR_ABATE,HOLLANDFOODSERVICE,NL-NB,111,True
PEAR_ABATE,HOLLANDFOODSERVICE,NL-GE,111,True
PEAR_ABATE,GREENACRES,NL-NH,111,True
PEAR_ABATE,GREENACRES,NL-ZH,111,True
PEAR_ABATE,GREENACRES,NL-NB,111,True
PEAR_ABATE,GREENACRES,NL-GE,111,True
PEAR_ABATE,MELEDI,NL-NH,111,True
PEAR_ABATE,MELEDI,NL-ZH,111,True
PEAR_ABATE,MELEDI,NL-NB,111,True
PEAR_ABATE,MELEDI,NL-GE,111,True
PEAR_ABATE,PICNIC,NL-NH,111,True
PEAR_ABATE,PICNIC,NL-ZH,111,True
PEAR_ABATE,PICNIC,NL-NB,111,True
PEAR_ABATE,PICNIC,NL-GE,111,True
PEAR_ABATE,HELLOFRESH,NL-NH,111,True
PEAR_ABATE,HELLOFRESH,NL-ZH,111,True
PEAR_ABATE,HELLOFRESH,NL-NB,111,True
PEAR_ABATE,HELLOFRESH,NL-GE,111,True
PEAR_ABATE,FLINK,NL-NH,111,True
PEAR_ABATE,FLINK,NL-ZH,111,True
PEAR_ABATE,FLINK,NL-NB,111,True
PEAR_ABATE,FLINK,NL-GE,111,True
